Geneid	GeneType	Group	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000074603.4	TEC	unconfirmed_genes	39	12	25	37	0	0	0	1
ENSMUSG00000022124.16	protein_coding	coding_genes	71	76	90	61	3	11	11	24
ENSMUSG00000033014.13	protein_coding	coding_genes	48	45	82	55	4	19	11	26
ENSMUSG00000108338.2	TEC	unconfirmed_genes	0	4	0	2	0	0	0	1
ENSMUSG00000106401.2	IG_V_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000099060.3	miRNA	non_conding_RNA	1	11	8	1	0	1	0	0
ENSMUSG00000013275.10	protein_coding	coding_genes	14	8	14	12	1	4	14	14
ENSMUSG00000062661.7	protein_coding	coding_genes	43	35	24	29	0	8	4	5
ENSMUSG00000106884.2	processed_pseudogene	pseudogenes	17	3	5	10	0	1	0	2
ENSMUSG00000081370.2	processed_pseudogene	pseudogenes	19	12	2	5	0	2	1	1
ENSMUSG00000082708.2	processed_pseudogene	pseudogenes	0	3	1	0	0	0	0	0
ENSMUSG00000024165.10	protein_coding	coding_genes	73	49	57	29	6	19	15	13
ENSMUSG00000092094.6	protein_coding	coding_genes	4	3	4	0	0	0	0	3
ENSMUSG00000104018.2	TEC	unconfirmed_genes	5	9	7	7	0	0	0	0
ENSMUSG00000098944.3	miRNA	non_conding_RNA	4	0	6	0	0	0	0	0
ENSMUSG00000025934.16	protein_coding	coding_genes	2	2	0	3	0	0	0	3
ENSMUSG00000114506.2	processed_pseudogene	pseudogenes	0	0	2	2	0	2	0	0
ENSMUSG00000109530.2	unprocessed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000102564.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	1	3	0
ENSMUSG00000114989.2	lncRNA	long_non_conding_RNA	12	14	11	9	0	0	0	0
ENSMUSG00000028635.8	protein_coding	coding_genes	1	3	1	4	0	0	0	2
ENSMUSG00000047714.15	protein_coding	coding_genes	11	7	2	15	2	0	0	1
ENSMUSG00000022175.10	protein_coding	coding_genes	99	89	88	60	0	5	4	2
ENSMUSG00000039994.16	protein_coding	coding_genes	62	55	22	51	0	29	9	36
ENSMUSG00000112003.2	processed_pseudogene	pseudogenes	17	61	12	33	0	3	5	6
ENSMUSG00000121273.1	lncRNA	long_non_conding_RNA	4	0	4	1	0	0	0	0
ENSMUSG00000100061.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000023944.15	protein_coding	coding_genes	1640	1399	1515	1006	86	296	336	341
ENSMUSG00000083900.3	processed_pseudogene	pseudogenes	7	2	6	4	0	1	0	0
ENSMUSG00000073412.7	protein_coding	coding_genes	1	0	0	0	0	0	0	0
ENSMUSG00000018211.14	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000117635.2	lncRNA	long_non_conding_RNA	2	11	5	7	0	0	0	4
ENSMUSG00000110669.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000105693.2	TEC	unconfirmed_genes	1	5	0	3	0	0	0	1
ENSMUSG00000005763.16	protein_coding	coding_genes	13	10	7	7	0	0	3	1
ENSMUSG00000081517.2	processed_pseudogene	pseudogenes	0	0	2	4	0	1	0	0
ENSMUSG00000085837.9	lncRNA	long_non_conding_RNA	3	1	7	3	0	0	0	0
ENSMUSG00000050866.8	protein_coding	coding_genes	8	19	19	8	0	3	5	0
ENSMUSG00000120108.1	lncRNA	long_non_conding_RNA	7	6	0	2	0	0	0	0
ENSMUSG00000027444.3	protein_coding	coding_genes	4	1	0	3	0	0	0	0
ENSMUSG00000033065.15	protein_coding	coding_genes	111	90	109	65	8	10	20	10
ENSMUSG00000029101.17	protein_coding	coding_genes	36	39	43	35	2	12	4	0
ENSMUSG00000076541.4	IG_V_gene	Ig_genes	0	0	0	0	0	0	0	0
ENSMUSG00000115132.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000065937.4	snRNA	non_conding_RNA	11	18	14	11	0	1	3	2
ENSMUSG00000099570.7	transcribed_unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000104528.2	TEC	unconfirmed_genes	10	13	17	14	0	0	0	0
ENSMUSG00000097187.2	protein_coding	coding_genes	0	0	6	2	2	1	0	4
ENSMUSG00000032300.8	protein_coding	coding_genes	4	2	3	0	0	3	7	3
ENSMUSG00000113798.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000022295.9	protein_coding	coding_genes	59	51	48	40	3	10	6	15
ENSMUSG00000103190.6	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000020185.17	protein_coding	coding_genes	80	29	37	43	1	8	11	8
ENSMUSG00000084646.3	snRNA	non_conding_RNA	0	2	0	0	0	0	0	0
ENSMUSG00000027111.17	protein_coding	coding_genes	109	85	64	84	10	28	25	17
ENSMUSG00000118261.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000111295.2	unprocessed_pseudogene	pseudogenes	3	0	0	0	0	0	0	0
ENSMUSG00000073922.3	protein_coding	coding_genes	10	1	6	4	0	7	4	1
ENSMUSG00000063434.7	protein_coding	coding_genes	23	26	38	48	0	4	3	2
ENSMUSG00000023995.13	protein_coding	coding_genes	2	8	1	10	0	1	2	3
ENSMUSG00002075883.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000107657.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000082143.2	processed_pseudogene	pseudogenes	2	2	4	0	0	0	0	0
ENSMUSG00000051297.10	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000077287.3	snoRNA	non_conding_RNA	1	0	0	0	0	0	0	0
ENSMUSG00000089229.4	ribozyme	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000047854.6	protein_coding	coding_genes	4	6	1	2	0	0	0	1
ENSMUSG00000105720.2	TEC	unconfirmed_genes	10	2	7	0	0	0	1	1
ENSMUSG00000099717.2	processed_pseudogene	pseudogenes	1	2	8	1	0	0	0	1
ENSMUSG00000078505.2	protein_coding	coding_genes	3	4	0	3	0	0	0	0
ENSMUSG00000019189.14	protein_coding	coding_genes	108	75	112	64	4	28	36	37
ENSMUSG00000087775.3	ribozyme	non_conding_RNA	313	149	194	236	30	116	63	46
ENSMUSG00000028070.8	protein_coding	coding_genes	41	28	30	18	0	10	2	2
ENSMUSG00000090248.2	lncRNA	long_non_conding_RNA	2	0	0	3	0	0	0	0
ENSMUSG00000097214.2	unprocessed_pseudogene	pseudogenes	1	0	1	0	0	0	0	0
ENSMUSG00000045775.16	protein_coding	coding_genes	18	19	25	12	0	4	6	7
ENSMUSG00000113825.2	lncRNA	long_non_conding_RNA	16	16	8	13	0	0	2	0
ENSMUSG00000101883.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000028931.13	protein_coding	coding_genes	12	18	17	15	5	4	2	5
ENSMUSG00000022322.9	protein_coding	coding_genes	31	20	19	24	1	7	375	5
ENSMUSG00000051639.4	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000117070.3	lncRNA	long_non_conding_RNA	6	1	2	2	0	0	0	0
ENSMUSG00000118408.2	processed_pseudogene	pseudogenes	4	1	0	0	0	0	0	2
ENSMUSG00000120592.1	lncRNA	long_non_conding_RNA	113	82	106	96	0	11	8	3
ENSMUSG00000085272.8	protein_coding	coding_genes	20	28	33	22	0	1	0	5
ENSMUSG00000111322.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000106466.2	lncRNA	long_non_conding_RNA	1	0	0	0	0	0	0	0
ENSMUSG00002075910.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000100718.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000072731.7	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000077314.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000116954.2	processed_pseudogene	pseudogenes	1	0	3	0	0	0	0	0
ENSMUSG00000065372.3	snRNA	non_conding_RNA	0	0	1	3	0	0	0	0
ENSMUSG00000080836.2	processed_pseudogene	pseudogenes	3	6	1	2	0	0	0	0
ENSMUSG00000089739.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000077797.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000070348.6	protein_coding	coding_genes	22	6	9	17	7	12	12	3
ENSMUSG00000087802.3	snoRNA	non_conding_RNA	6	0	0	0	0	1	1	0
ENSMUSG00000096023.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000026941.17	protein_coding	coding_genes	17	18	15	34	0	1	2	8
ENSMUSG00000114451.2	processed_pseudogene	pseudogenes	0	2	1	2	0	0	0	2
ENSMUSG00000109595.2	processed_pseudogene	pseudogenes	7	0	5	7	0	0	0	0
ENSMUSG00000009687.15	protein_coding	coding_genes	33	35	37	34	4	9	13	9
ENSMUSG00000036062.14	protein_coding	coding_genes	14	27	24	23	0	16	3	6
ENSMUSG00000084081.4	processed_pseudogene	pseudogenes	8	10	4	10	0	0	0	8
ENSMUSG00000049792.7	protein_coding	coding_genes	17	34	39	22	7	10	11	14
ENSMUSG00000103847.2	processed_pseudogene	pseudogenes	9	8	17	11	2	0	0	0
ENSMUSG00000085419.3	lncRNA	long_non_conding_RNA	3	5	14	3	0	3	0	4
ENSMUSG00000101910.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000028982.10	protein_coding	coding_genes	20	17	7	12	6	19	2	6
ENSMUSG00000045394.10	protein_coding	coding_genes	48	40	65	34	9	33	46	46
ENSMUSG00000095907.3	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000112068.2	processed_pseudogene	pseudogenes	6	1	0	6	0	0	0	1
ENSMUSG00000110131.2	processed_pseudogene	pseudogenes	2	0	0	1	0	0	0	0
ENSMUSG00000107092.2	processed_pseudogene	pseudogenes	2	0	3	5	1	6	2	0
ENSMUSG00002076656.1	rRNA	non_conding_RNA	14	7	6	5	0	1	0	0
ENSMUSG00000092186.2	processed_pseudogene	pseudogenes	0	0	2	1	0	0	0	0
ENSMUSG00000117580.2	processed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00000099152.3	miRNA	non_conding_RNA	2	4	0	3	0	0	0	0
ENSMUSG00000118918.1	snRNA	non_conding_RNA	0	1	0	0	0	0	0	0
ENSMUSG00000024749.10	protein_coding	coding_genes	13	13	7	12	0	4	3	0
ENSMUSG00000026307.13	protein_coding	coding_genes	58	33	57	66	2	16	12	21
ENSMUSG00000106976.2	TEC	unconfirmed_genes	0	0	3	1	0	0	0	0
ENSMUSG00000043089.8	protein_coding	coding_genes	9	0	0	8	0	0	5	1
ENSMUSG00000064181.7	protein_coding	coding_genes	55	60	61	51	4	6	9	5
ENSMUSG00000115197.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000067336.7	protein_coding	coding_genes	163	152	150	131	11	10	33	16
ENSMUSG00000028550.16	protein_coding	coding_genes	6	8	15	18	1	9	2	9
ENSMUSG00000113260.2	transcribed_processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000029477.15	protein_coding	coding_genes	0	0	0	1	0	0	0	0
ENSMUSG00000091950.4	protein_coding	coding_genes	13	12	0	15	0	0	2	5
ENSMUSG00000102656.2	IG_V_pseudogene	pseudogenes	0	0	0	4	0	0	1	0
ENSMUSG00000040234.17	protein_coding	coding_genes	28	23	30	26	4	6	13	5
ENSMUSG00000109622.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000049939.7	protein_coding	coding_genes	18	4	4	10	0	0	1	2
ENSMUSG00000051074.6	lncRNA	long_non_conding_RNA	2	3	14	0	0	4	0	1
ENSMUSG00002075465.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000024317.16	protein_coding	coding_genes	24	19	39	24	2	8	6	10
ENSMUSG00000085929.3	lncRNA	long_non_conding_RNA	1	2	12	11	2	5	9	1
ENSMUSG00000026560.14	protein_coding	coding_genes	12	5	7	6	0	0	0	0
ENSMUSG00000100153.3	transcribed_processed_pseudogene	pseudogenes	17	9	8	6	3	1	3	1
ENSMUSG00000048772.16	protein_coding	coding_genes	4	10	4	16	0	0	0	1
ENSMUSG00000092213.2	processed_pseudogene	pseudogenes	0	12	1	14	0	3	5	1
ENSMUSG00000022759.16	protein_coding	coding_genes	26	8	7	4	0	3	5	0
ENSMUSG00000073987.5	protein_coding	coding_genes	0	0	4	3	1	2	0	0
ENSMUSG00000117727.3	lncRNA	long_non_conding_RNA	2	8	9	2	0	0	0	0
ENSMUSG00000110641.2	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000105785.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000089174.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000081609.2	processed_pseudogene	pseudogenes	0	3	2	1	0	0	0	0
ENSMUSG00000099662.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000071001.5	protein_coding	coding_genes	8	2	7	3	0	1	1	0
ENSMUSG00000092696.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000015468.15	protein_coding	coding_genes	36	36	13	46	2	17	7	15
ENSMUSG00000115224.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	1
ENSMUSG00000046782.15	protein_coding	coding_genes	36	44	36	45	0	6	2	3
ENSMUSG00000103282.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000027536.7	protein_coding	coding_genes	27	15	38	36	2	3	2	2
ENSMUSG00000097279.2	lncRNA	long_non_conding_RNA	2	0	0	3	0	0	0	0
ENSMUSG00000030732.14	protein_coding	coding_genes	42	42	43	56	0	27	24	26
ENSMUSG00000076633.8	IG_V_gene	Ig_genes	4	0	4	0	0	0	0	0
ENSMUSG00000002588.14	protein_coding	coding_genes	5	0	0	1	1	0	0	0
ENSMUSG00000055421.9	protein_coding	coding_genes	21	8	16	12	2	0	9	7
ENSMUSG00000113770.2	lncRNA	long_non_conding_RNA	4	9	1	6	0	0	2	0
ENSMUSG00000042549.12	lncRNA	long_non_conding_RNA	2	7	0	5	2	0	4	6
ENSMUSG00002076091.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000069274.4	protein_coding	coding_genes	34	58	55	45	4	23	15	27
ENSMUSG00000057672.17	protein_coding	coding_genes	16	43	45	43	6	1	10	6
ENSMUSG00000020566.20	protein_coding	coding_genes	7	6	6	12	2	12	7	8
ENSMUSG00000013091.6	protein_coding	coding_genes	1	0	7	0	2	0	0	0
ENSMUSG00000118353.2	processed_pseudogene	pseudogenes	1	0	2	0	0	1	0	1
ENSMUSG00000111387.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	1
ENSMUSG00000053038.9	processed_pseudogene	pseudogenes	18	15	20	18	0	5	3	7
ENSMUSG00000057240.15	protein_coding	coding_genes	4	5	2	2	0	0	0	0
ENSMUSG00000068130.12	protein_coding	coding_genes	4	1	7	1	0	3	0	0
ENSMUSG00002075975.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000029096.16	protein_coding	coding_genes	7	17	9	10	0	0	3	0
ENSMUSG00000107749.2	TEC	unconfirmed_genes	8	1	2	9	0	3	0	0
ENSMUSG00000079020.10	protein_coding	coding_genes	90	121	133	110	0	14	10	9
ENSMUSG00000077379.3	snoRNA	non_conding_RNA	2	0	0	0	0	0	0	0
ENSMUSG00000098471.2	processed_pseudogene	pseudogenes	0	0	0	7	0	0	0	0
ENSMUSG00000099809.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000082235.4	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000052512.18	protein_coding	coding_genes	160	121	107	153	24	59	28	35
ENSMUSG00000064329.14	protein_coding	coding_genes	27	31	20	39	0	2	6	4
ENSMUSG00000050954.16	protein_coding	coding_genes	9	27	19	30	2	4	7	7
ENSMUSG00000035258.16	protein_coding	coding_genes	23	21	27	40	1	3	6	8
ENSMUSG00000114033.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000087867.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000102091.3	protein_coding	coding_genes	8	2	6	0	0	0	0	2
ENSMUSG00000080781.4	protein_coding	coding_genes	12	12	10	22	0	3	1	0
ENSMUSG00000096088.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000056167.9	protein_coding	coding_genes	39	33	35	39	3	5	12	6
ENSMUSG00000059862.5	protein_coding	coding_genes	5	1	1	0	0	0	0	0
ENSMUSG00000068083.3	protein_coding	coding_genes	10	9	4	3	0	7	2	1
ENSMUSG00000022378.15	protein_coding	coding_genes	54	31	49	41	0	15	15	23
ENSMUSG00000021451.17	protein_coding	coding_genes	98	47	97	74	1	25	27	20
ENSMUSG00000113917.2	TEC	unconfirmed_genes	9	0	0	1	0	6	3	0
ENSMUSG00000108941.2	lncRNA	long_non_conding_RNA	0	7	3	3	0	2	0	0
ENSMUSG00000029304.15	protein_coding	coding_genes	4	2	7	0	0	0	4	0
ENSMUSG00000101975.2	unprocessed_pseudogene	pseudogenes	0	4	0	0	0	0	0	0
ENSMUSG00002076238.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000027746.14	protein_coding	coding_genes	29	11	25	34	1	10	11	8
ENSMUSG00000015087.15	protein_coding	coding_genes	159	138	169	144	11	25	37	19
ENSMUSG00000117162.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000069301.6	protein_coding	coding_genes	15	15	16	14	2	6	6	7
ENSMUSG00000110196.2	processed_pseudogene	pseudogenes	0	2	0	0	0	0	0	0
ENSMUSG00000120684.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	4	0	0
ENSMUSG00000111414.2	processed_pseudogene	pseudogenes	21	10	22	34	0	3	0	0
ENSMUSG00000106558.2	processed_pseudogene	pseudogenes	9	2	3	7	0	0	3	1
ENSMUSG00000097280.2	lncRNA	long_non_conding_RNA	7	0	1	3	0	0	2	4
ENSMUSG00000046755.6	protein_coding	coding_genes	13	15	17	34	0	2	0	0
ENSMUSG00000093469.2	unprocessed_pseudogene	pseudogenes	1	2	0	1	0	0	0	0
ENSMUSG00000001280.14	protein_coding	coding_genes	202	205	161	147	5	40	26	40
ENSMUSG00000095852.8	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000077406.3	snRNA	non_conding_RNA	0	0	2	2	0	0	0	0
ENSMUSG00000086676.3	lncRNA	long_non_conding_RNA	2	3	4	1	0	0	2	0
ENSMUSG00000041241.13	protein_coding	coding_genes	61	75	67	84	2	13	18	28
ENSMUSG00000065464.4	miRNA	non_conding_RNA	6732	2778	5676	5348	804	1238	453	709
ENSMUSG00000080928.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000038204.14	protein_coding	coding_genes	44	12	31	23	1	8	14	16
ENSMUSG00000104055.2	lncRNA	long_non_conding_RNA	4	2	0	1	0	0	0	0
ENSMUSG00000081044.9	protein_coding	coding_genes	12	18	13	15	0	2	7	0
ENSMUSG00000098981.3	miRNA	non_conding_RNA	0	0	6	0	0	3	0	0
ENSMUSG00000075952.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000114543.2	processed_pseudogene	pseudogenes	1	0	0	1	0	0	0	0
ENSMUSG00000109687.2	processed_pseudogene	pseudogenes	2	2	2	3	0	0	0	0
ENSMUSG00000084173.2	processed_pseudogene	pseudogenes	0	3	2	0	0	0	1	0
ENSMUSG00000036646.14	protein_coding	coding_genes	170	189	195	135	1	23	15	22
ENSMUSG00000031075.20	protein_coding	coding_genes	18	13	14	29	1	14	4	8
ENSMUSG00000103939.2	IG_V_gene	Ig_genes	0	2	0	0	0	0	0	0
ENSMUSG00000073569.3	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000031918.17	protein_coding	coding_genes	44	30	50	29	2	12	6	13
ENSMUSG00000031711.8	protein_coding	coding_genes	31	49	21	24	2	10	6	5
ENSMUSG00000119126.1	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000061144.7	protein_coding	coding_genes	1	1	7	0	0	0	0	2
ENSMUSG00000066191.13	protein_coding	coding_genes	8	18	6	8	2	2	6	7
ENSMUSG00000057506.6	protein_coding	coding_genes	31	14	25	22	0	3	0	0
ENSMUSG00000110223.2	lncRNA	long_non_conding_RNA	4	0	4	0	0	0	0	0
ENSMUSG00000107184.2	processed_pseudogene	pseudogenes	3	2	0	0	0	0	0	4
ENSMUSG00002076748.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000083008.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000120711.1	lncRNA	long_non_conding_RNA	9	0	0	2	2	2	0	0
ENSMUSG00000092278.2	processed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00000050141.14	protein_coding	coding_genes	0	4	6	2	0	1	0	1
ENSMUSG00000040818.11	protein_coding	coding_genes	65	66	55	47	3	6	10	8
ENSMUSG00000086703.2	lncRNA	long_non_conding_RNA	3	0	2	7	0	0	1	0
ENSMUSG00000097790.2	processed_pseudogene	pseudogenes	3	1	8	2	0	1	0	0
ENSMUSG00000027481.3	protein_coding	coding_genes	8	14	10	7	0	1	0	1
ENSMUSG00000115289.2	lncRNA	long_non_conding_RNA	3	6	6	12	0	0	0	0
ENSMUSG00000027365.15	protein_coding	coding_genes	271	232	262	214	8	21	13	24
ENSMUSG00000113352.2	lncRNA	long_non_conding_RNA	34	22	25	42	0	0	3	0
ENSMUSG00000086137.2	lncRNA	long_non_conding_RNA	1	0	0	3	0	0	0	0
ENSMUSG00000048693.6	protein_coding	coding_genes	7	8	6	14	0	0	1	2
ENSMUSG00000102748.2	protein_coding	coding_genes	108	90	87	96	1	11	6	1
ENSMUSG00000084200.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109714.3	lncRNA	long_non_conding_RNA	20	16	7	30	1	4	2	6
ENSMUSG00000020647.11	protein_coding	coding_genes	40	24	41	22	0	4	0	7
ENSMUSG00002075557.1	misc_RNA	non_conding_RNA	0	0	0	3	0	0	0	3
ENSMUSG00000058132.6	protein_coding	coding_genes	0	5	4	12	0	0	0	0
ENSMUSG00000077890.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000022205.16	protein_coding	coding_genes	124	92	94	58	11	30	23	31
ENSMUSG00000100245.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000107211.2	processed_pseudogene	pseudogenes	49	29	35	25	3	0	7	1
ENSMUSG00000098053.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	1
ENSMUSG00000091087.3	IG_V_pseudogene	pseudogenes	0	0	3	1	0	0	0	0
ENSMUSG00000116481.2	processed_pseudogene	pseudogenes	2	6	0	4	0	0	0	5
ENSMUSG00000025375.16	protein_coding	coding_genes	15	8	14	15	0	2	1	1
ENSMUSG00000117819.2	protein_coding	coding_genes	0	0	0	0	0	0	1	0
ENSMUSG00000092305.2	protein_coding	coding_genes	7	3	8	25	2	5	1	0
ENSMUSG00000087449.2	lncRNA	long_non_conding_RNA	1	0	3	0	0	0	0	0
ENSMUSG00000022890.14	protein_coding	coding_genes	75	64	52	52	12	12	24	32
ENSMUSG00000105877.2	TEC	unconfirmed_genes	0	0	0	1	0	0	0	0
ENSMUSG00000089832.9	protein_coding	coding_genes	28	32	40	24	2	11	8	5
ENSMUSG00000048924.15	protein_coding	coding_genes	19	12	22	34	0	0	2	3
ENSMUSG00000097937.2	processed_pseudogene	pseudogenes	0	0	1	3	0	0	1	1
ENSMUSG00000031537.16	protein_coding	coding_genes	127	116	143	134	0	25	19	12
ENSMUSG00000047155.14	protein_coding	coding_genes	7	14	7	13	4	0	0	2
ENSMUSG00000114098.2	lncRNA	long_non_conding_RNA	24	5	3	8	0	1	1	3
ENSMUSG00000010054.5	protein_coding	coding_genes	35	30	27	11	0	1	1	0
ENSMUSG00000061082.12	protein_coding	coding_genes	124	110	133	101	0	1	2	0
ENSMUSG00000064783.3	snoRNA	non_conding_RNA	0	1	0	3	0	0	1	0
ENSMUSG00000085995.4	lncRNA	long_non_conding_RNA	18	28	21	38	2	12	4	4
ENSMUSG00000115316.2	TEC	unconfirmed_genes	5	6	1	8	0	0	0	0
ENSMUSG00000031266.8	protein_coding	coding_genes	71	92	83	52	0	3	4	8
ENSMUSG00000103374.2	processed_pseudogene	pseudogenes	2	0	0	0	0	0	0	0
ENSMUSG00000041754.6	protein_coding	coding_genes	1	2	4	2	1	0	1	1
ENSMUSG00000031105.17	protein_coding	coding_genes	8	9	2	4	0	0	2	0
ENSMUSG00000083492.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000113862.2	processed_pseudogene	pseudogenes	1	4	11	5	0	0	0	0
ENSMUSG00000048720.9	protein_coding	coding_genes	95	56	62	47	5	13	22	23
ENSMUSG00000028753.13	protein_coding	coding_genes	74	86	112	108	8	32	22	25
ENSMUSG00002076183.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000067377.13	protein_coding	coding_genes	1	1	0	2	0	0	1	0
ENSMUSG00000072888.3	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000093980.2	protein_coding	coding_genes	0	1	0	1	0	0	0	0
ENSMUSG00000106020.2	lncRNA	long_non_conding_RNA	2	3	0	1	0	0	0	0
ENSMUSG00000111479.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000118445.2	lncRNA	long_non_conding_RNA	1	4	0	5	0	0	0	0
ENSMUSG00000056055.14	protein_coding	coding_genes	37	18	21	19	0	5	4	12
ENSMUSG00000082327.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000116991.2	processed_pseudogene	pseudogenes	4	5	12	14	0	0	0	3
ENSMUSG00000098563.3	miRNA	non_conding_RNA	2	0	0	4	0	0	0	0
ENSMUSG00000105904.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000114125.2	lncRNA	long_non_conding_RNA	0	1	5	6	0	0	0	0
ENSMUSG00000092815.3	miRNA	non_conding_RNA	96	98	215	87	19	62	2	33
ENSMUSG00000075534.6	lncRNA	long_non_conding_RNA	39	36	26	16	3	2	9	7
ENSMUSG00000094243.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103401.2	TEC	unconfirmed_genes	0	0	0	1	0	0	0	0
ENSMUSG00000112671.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000040690.16	protein_coding	coding_genes	30	11	30	31	3	6	7	4
ENSMUSG00000042380.9	protein_coding	coding_genes	15	34	17	8	0	8	4	7
